	name	query	labels	address	postal no.	postal name	coord. x	coord. y
3641	Soundtrack Café	Restaurant	['Restaurant']	Baldersgade 65	2200	København N	12.5480871	55.7015457
3642	Pardesi	Restaurant	['Restaurant']	Langhusvej 38A	2700	Brønshøj	12.4825144	55.7223740
3643	Everest Curry	Restaurant	['Indisk takeaway', 'Indiske restauranter', 'Restaurant']	Thorshavnsgade 20, kl. sal.	2300	København S	12.5792341	55.6678123
3644	Den Gamle Bager	Restaurant	['Restaurant']	Kongevejen 13B	2791	Dragør	12.6725168	55.5939903
3645	Punjab Village - Pakistansk & Indisk Restaurant	Restaurant	['Restaurant']	Pennehave 2	2960	Rungsted Kyst	12.5228958	55.8826714
3646	Resturant Shanti Og Take Away	Restaurant	['Indisk takeaway', 'Restaurant']	Store Gråbrødrestræde 25	4000	Roskilde	12.0880957	55.6404762
3647	Cafe Isabella	Restaurant	['Restaurant']	Ahlgade 30G	4300	Holbæk	11.7105560	55.7177582
3648	Express Pizza IVS	Restaurant	['Restaurant']	Hovedgaden 1	4270	Høng	11.2870169	55.5070572
3649	Taste Of Lahore	Restaurant	['Restaurant']	Vigerslevvej 273, kl. sal. tv	2500	Valby	12.4910688	55.6500931
3650	Allinone.dk	Restaurant	['Shippingvirksomhed, speditørvirksomhed', 'Restaurant']	Årbygade 37	4400	Kalundborg	11.1393929	55.6474876
3651	Flying Sushi	Restaurant	['Restaurant']	Stationstorvet 20	2620	Albertslund	12.3534632	55.6571770
3652	Cafè 32	Restaurant	['Restaurant']	Carlsbergvej 32B	3400	Hillerød	12.3126888	55.9261551
3653	Il Gusto Italiano v/Alberto Vitale	Restaurant	['Restaurant']	Hovedgaden 30	4140	Borup	11.9733114	55.4963608
3654	Den Paprika Gryde v/Jaffar Baratzadah	Restaurant	['Restaurant']	Diget 24	2600	Glostrup	12.3874331	55.6678505
3655	Leosfood	Restaurant	['Restaurant']	Jernbanegade 42A	3600	Frederikssund	12.0651264	55.8370438
3656	Det Hvide Hus	Restaurant	['Restaurant']	Gilleleje Hovedgade 4	3250	Gilleleje	12.3073854	56.1245880
3657	Tavola Calda	Restaurant	['Restaurant']	Rebekkavej 34, st. sal. 1	2900	Hellerup	12.5645437	55.7314034
3658	Namnami - Fensmark Steak House	Restaurant	['Restaurant']	Holmegaardsvej 68, st. sal. th	4684	Holmegaard	11.8140621	55.2771263
3659	Source Vegan Cakes	Restaurant	['Restaurant']	Sallingvej 71, st. sal. th	2720	Vanløse	12.4974203	55.6930809
3660	Celebration ApS	Restaurant	['Restaurant']	Tjørnevangen 6	2660	Brøndby Strand	12.4250965	55.6190376
3661	Boulevard Pizza & Cafe	Restaurant	['Restaurant']	Østre Boulevard 8	4900	Nakskov	11.1424131	54.8312111
3662	O'Snacks	Restaurant	['Restaurant']	Falkoner Alle 12B, st. sal. tv	2000	Frederiksberg	12.5338650	55.6794701
3663	Hidmona Restaurant	Restaurant	['Restaurant']	Griffenfeldsgade 7	2200	København N	12.5552378	55.6888390
3664	Pandekage Hus	Restaurant	['Restaurant']	Ny Kronborgvej 2	3000	Helsingør	12.6140041	56.0393333
3665	Vores Kebab	Restaurant	['Restaurant']	Frode Jakobsens Plads 2	2720	Vanløse	12.4910345	55.6870193
3666	Restaurant Mos	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Torvegade 5B	3000	Helsingør	12.6098909	56.0362740
3667	03042019 1 IVS	Restaurant	['Restaurant']	Adilsvej 9A	2000	Frederiksberg	12.5351238	55.6848526
3668	Cafe Sara	Restaurant	['Restaurant']	Ulvelunden 13	4622	Havdrup	12.1232424	55.5397301
3669	O'Snacks 2	Restaurant	['Restaurant']	Nørrebrogade 98	2200	København N	12.5513725	55.6928482
3670	Milas Pizzeria & Grillhouse	Restaurant	['Restaurant']	Egedal Centret 108	3660	Stenløse	12.1905088	55.7680016
3671	Ristorante Roma I/S	Restaurant	['Restaurant']	Algade 80C	4760	Vordingborg	11.9088755	55.0084801
3672	Cafe Lagunen	Restaurant	['Restaurant']	Guldborgvej 350	4862	Guldborg	11.7455969	54.8705597
3673	Hokkaido Sushi	Restaurant	['Sushirestaurant', 'Restaurant']	Vestergade 9D	3200	Helsinge	12.1967955	56.0221519
3674	Cafe Pilen - Mias Catering v/Mia Wrist Frederiksen	Restaurant	['Restaurant']	Brønshøjvej 17	2700	Brønshøj	12.4980268	55.7018585
3675	Fanefjord Pizza	Restaurant	['Restaurant']	Fanefjordgade 132	4792	Askeby	12.1639538	54.9162140
3676	Fu Restaurent	Restaurant	['Restaurant']	Nygade 20	4900	Nakskov	11.1400347	54.8312759
3677	Ålsgårde Pizzaria & Kebab House	Restaurant	['Restaurant']	Ålsgårdecentret 11	3140	Ålsgårde	12.5397234	56.0750427
3678	The Lobby	Restaurant	['Restaurant']	Skodsborg Strandvej 139	2942	Skodsborg	12.5740318	55.8196373
3679	The Brasserie	Restaurant	['Restaurant']	Skodsborg Strandvej 139	2942	Skodsborg	12.5740318	55.8196373
3680	The Restaurant by KROUN	Restaurant	['Restaurant']	Skodsborg Strandvej 139	2942	Skodsborg	12.5740318	55.8196373
3681	Stensovnshuset	Restaurant	['Restaurant']	Kanalens Kvt 70	2620	Albertslund	12.3464079	55.6544266
3682	Præstø Rådhus	Restaurant	['Restaurant']	Torvet 10	4720	Præstø	12.0439892	55.1235046
3683	Asia House / Lingfen Sun	Restaurant	['Sushirestaurant', 'Take away', 'Kinesisk restaurant', 'Restaurant']	Godthåbsvej 229	2720	Vanløse	12.5096359	55.6947365
3684	Havgaarden Badehotel	Restaurant	['Badehoteller', 'Restaurant', 'Hotel', 'Caféer, værtshuse, diskoteker mv. - (M)']	Strandlyvej 1	3210	Vejby	12.1197281	56.0796547
3685	Peryton ApS	Restaurant	['Frokostrestauranter', 'Virksomhedsrådgivere']	Else Sørensens Vej 30, 1. sal.	2610	Rødovre	12.4581203	55.6832008
3686	Skank	Restaurant	['Restaurant']	Istedgade 48	1650	København V	12.5564260	55.6702309
3687	Pier To Heaven	Restaurant	['Drikkevarer - Detail', 'Restaurant']	Klintholm Havneby 24D	4791	Borre	12.4659033	54.9533195
3688	Chengs Køkken	Restaurant	['Take away', 'Kinesisk restaurant', 'Sushirestaurant']	Hundige Strandvej 63	2670	Greve	12.3429871	55.5938148
3689	Madpakken v/Berit Noesgaard	Restaurant	['Restaurant']	Roskildevej 84, st. sal. th	2000	Frederiksberg	12.5032263	55.6724358
3690	Madhuset Café Damsten	Restaurant	['Restaurant']	Damstensvej 1	3660	Stenløse	12.1594687	55.7601357
3691	Hanedan Restaurant	Restaurant	['Restaurant']	Valhøjs Alle 67A	2610	Rødovre	12.4531641	55.6728783
3692	Fyrkroen	Restaurant	['Danske restauranter', 'Restaurant']	Fyrvejen 29A	3250	Gilleleje	12.3491993	56.1190147
3693	Daddy's Restaurant Og Café ApS	Restaurant	['Restaurant']	Jernbanegade 63B	4690	Haslev	11.9640179	55.3251381
3694	Temporada Tapasbar	Restaurant	['Restaurant']	Åboulevard 23, st. sal. tv	1960	Frederiksberg C	12.5540857	55.6844521
3695	Ristorante Buono	Restaurant	['Restaurant']	Abel Cathrines Gade 21A	1654	København V	12.5593958	55.6716118
3696	Niffen	Restaurant	['Restaurant']	Rolighedsvej 25	4700	Næstved	11.7691021	55.2207642
3697	Cafe Lysemose	Restaurant	['Café', 'Restaurant']	Vestre Landevej 16	4930	Maribo	11.4867496	54.7821884
3698	Det Gode Madsted v/Annette Ellemann	Restaurant	['Restaurant']	Islevdalvej 190	2610	Rødovre	12.4328651	55.7012558
3699	Restaurant Laguna	Restaurant	['Restaurant']	Sylowsvej 10	4220	Korsør	11.1321430	55.3263016
3700	Reys pizzeria	Restaurant	['Pizzeria', 'Restaurant']	Lynghøjvej 6C	3540	Lynge	12.2773962	55.8408279
3701	Charlotte Krøyers Spisestuer v/ Charlotte Krøyer Hansen	Restaurant	['Restaurant']	Jernbanegade 19	4800	Nykøbing F	11.8713875	54.7663765
3702	Marketenderiet /V Tina Lundquist	Restaurant	['Restaurant']	Halvejen 5	2791	Dragør	12.6399298	55.5937958
3703	Måltid 2	Restaurant	['Danske restauranter', 'Take away']	Bispebjerg Torv 2	2400	København NV	12.5314255	55.7159500
3704	Itacho	Restaurant	['Sushirestaurant', 'Kinesisk restaurant', 'Thailandske restauranter', 'Restaurant', 'Maskiner - Reparation']	Søndergade 14	4800	Nykøbing F	11.8727121	54.7668915
3705	Veksø Pizzeria v/ Delshat A. Ahmad	Restaurant	['Pizzeria', 'Restaurant']	Veksø Bygade 13	3670	Veksø Sjælland	12.2392960	55.7541733
3706	Marks Spisehus	Restaurant	['Danske restauranter', 'Restaurant', 'Smørrebrød']	Helsingevej 153B	3300	Frederiksværk	12.0465145	56.0169754
3707	Rebæk Pizza	Restaurant	['Restaurant']	Rebæk Søpark 1	2650	Hvidovre	12.4576492	55.6639481
3708	Den Lille Gule Kaffebar	Restaurant	['Restaurant']	Mikkel Bryggers Gade 7	1460	København K	12.5711727	55.6765747
3709	Ølstykke Kro v/ Sanni Jensen	Restaurant	['Restaurant']	Københavnsvej 23	3650	Ølstykke	12.1736307	55.7821808
3710	Restaurant China v/ Li Lin Chen	Restaurant	['Restaurant']	Købmagergade 63	1150	København K	12.5745401	55.6818504
3711	Asia House	Restaurant	['Restaurant']	Hovedgaden 488	2640	Hedehusene	12.2015142	55.6499786
3712	Shun Feng	Restaurant	['Kinesisk restaurant']	Allerød Stationsvej 1	3450	Allerød	12.3569069	55.8697548
3713	Klintholm Røgeri	Restaurant	['Røgerier', 'Restaurant']	Thyravej 25	4791	Borre	12.4668722	54.9540367
3714	Restaurant Ranees	Restaurant	['Restaurant']	Blågårds Plads 10	2200	København N	12.5572510	55.6867180
3715	Mikkel Benzer	Restaurant	['Restaurant']	Mikkels Banke 5	4736	Karrebæksminde	11.6558065	55.1898003
3716	Stig Sørensen	Restaurant	['Gartneri', 'Frugt, grøntsager - Anden forarbejdning, konservering', 'Restaurant']	Brunhøjvej 6	3670	Veksø Sjælland	12.2344875	55.7758598
3717	Hyttefadet	Restaurant	['Danske restauranter']	Thyravej 10	4791	Borre	12.4679289	54.9540939
3718	Kyoto Japanese Restaurant	Restaurant	['Japanske restauranter', 'Restaurant']	Amager Boulevard 70	2300	København S	12.5857830	55.6673927
3719	Slotskælderen	Restaurant	['Frokostrestauranter', 'Danske restauranter', 'Restaurant']	Fortunstræde 4	1065	København K	12.5809393	55.6780243
3720	Pilekroen	Restaurant	['Danske restauranter']	Pile Alle 23	2000	Frederiksberg	12.5312567	55.6705360
3721	Charlotte Krøyers Spisestuer	Restaurant	['Danske restauranter']	Kirkevej 50	4872	Idestrup	11.9796247	54.7429237
3722	Esthers Spisehus	Restaurant	['Danske restauranter', 'Restaurant']	Esthersvej 47, st. sal. th	2900	Hellerup	12.5655279	55.7326393
3723	Restaurant Avanti	Restaurant	['Pizzeria', 'Italienske restauranter']	Sct. Jacobsvej 1	2750	Ballerup	12.3626013	55.7319336
3724	Madsvinet	Restaurant	['Restaurant']	Hf. Kongelund 63	2300	København S	12.5930510	55.6326294
3725	Big Ben's Pizza & Pasta	Restaurant	['Pizzeria', 'Italienske restauranter']	Baunegårdsvej 7	2820	Gentofte	12.5423660	55.7466164
3726	Kurhotel Skodsborg A/S	Restaurant	['Hotel', 'Skønhedsklinik', 'Restaurant', 'Badehoteller']	Skodsborg Strandvej 139	2942	Skodsborg	12.5740318	55.8196373
3727	Restaurant Sole D' Italia Restaurant Casa Alonso	Restaurant	['Restaurant']	Gråbrødretorv 1	1154	København K	12.5764484	55.6798973
3728	Husum Gastronomia Italiana 8	Restaurant	['Pizzeria', 'Italienske restauranter']	Islevhusvej 3	2700	Brønshøj	12.4722281	55.7115479
3729	Bolettes Gæstebud, Bakkehuset	Restaurant	['Restaurant', 'Gourmet restauranter']	Gl Strandvej 7	3050	Humlebæk	12.5435791	55.9715271
3730	Wining & Dining	Restaurant	['Restaurant']	Gråbrødretorv 12	1154	København K	12.5753059	55.6798859
3731	Trattoria Italiana	Restaurant	['Italienske restauranter', 'Pizzeria', 'Frokostrestauranter']	Gråbrødretorv 2	1154	København K	12.5764618	55.6800957
3732	Dragør Fort	Restaurant	['Restaurant', 'Selskabslokaler', 'Hotel']	Prins Knuds Dæmning 2 1	2791	Dragør	12.6775455	55.5887718
3733	Restaurant Upstairs	Restaurant	['Restaurant']	Skomagergade 4, 1. sal.	4000	Roskilde	12.0799732	55.6410789
3734	Adelers Kro	Restaurant	['Kroer', 'Danske restauranter']	Lyngvej 165	4560	Vig	11.5310965	55.8619118
3735	Hjørnet 68	Restaurant	['Sandwichbarer', 'Økologiske produkter', 'Danske restauranter', 'Erhvervslokaler - Udlejning']	Hovedgaden 68	3220	Tisvildeleje	12.0716162	56.0593033
3736	Madkunsten	Restaurant	['Danske restauranter']	Algade 44	4500	Nykøbing Sj	11.6708670	55.9226303
3737	Gastronomia Candido	Restaurant	['Pizzeria', 'Italienske restauranter']	Godthåbsvej 53	2000	Frederiksberg	12.5300922	55.6871529
3738	Safeer Transport	Restaurant	['Kurertjenester, posttjenester', 'Restaurant', 'Taxachauffør']	Fiskerhusene 75	2620	Albertslund	12.3596973	55.6701584
3739	Deep Indisk Restaurant	Restaurant	['Restaurant', 'Indiske restauranter']	Vesterbrogade 89, st. sal. th	1620	København V	12.5475368	55.6719284
3740	Restaurant Kareten	Restaurant	['Restaurant']	Hollænderdybet 1	2300	København S	12.5995398	55.6647911
3741	Nino E Franco Ristorante	Restaurant	['Pizzeria', 'Italienske restauranter']	Blegdamsvej 36	2200	København N	12.5656490	55.6930466
3742	Skagensushi.Dk v/Charlotte Westergaard	Restaurant	['Restaurant']	Jens Kofods Gade 2, 5. sal. tv	1268	København K	12.5900831	55.6886711
3743	Kashmir Indisk Restaurant	Restaurant	['Restaurant']	Willemoesgade 75	2100	København Ø	12.5874672	55.6989555
3744	Restaurant Tante Maren	Restaurant	['Danske restauranter']	Farum Hovedgade 51	3520	Farum	12.3639164	55.8091888
3745	Jægerspris Smørrebrød	Restaurant	['Erhvervslokaler - Udlejning', 'Restaurant']	Smedeengen 4	3630	Jægerspris	12.0025148	55.8562164
3746	Centerpub	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Lynghøjvej 2	3540	Lynge	12.2776289	55.8405647
3747	Louisiana Cafe	Restaurant	['Café', 'Restaurant', 'Detailhandel', 'Erhvervslokaler - Udlejning']	Gl Strandvej 13	3050	Humlebæk	12.5423021	55.9691772
3748	Susets Køkken	Restaurant	['Danske restauranter', 'Restaurant']	Hvidovre Strandvej 31	2650	Hvidovre	12.4955902	55.6253815
3749	Vivaldi Pizzeria	Restaurant	['Pizzeria', 'Restaurant']	Frederiksborgvej 181	2400	København NV	12.5290632	55.7227554
3750	Restaurant Mama Thai	Restaurant	['Restaurant']	Rødovrevej 120	2610	Rødovre	12.4652882	55.6827049
3751	Restaurant & Vinbar Fabio	Restaurant	['Restaurant', 'Vinbarer']	Falkoner Alle 54, st. sal.	2000	Frederiksberg	12.5368395	55.6835403
3752	Zaika Café & Restaurant	Restaurant	['Café', 'Restaurant']	Jernbanegade 22B	4690	Haslev	11.9633102	55.3279152
3753	Bollinis Familierestaurant	Restaurant	['Italienske restauranter', 'Restaurant']	Hovedgaden 437A	2640	Hedehusene	12.1977358	55.6492653
3754	Købelevhaven - Botanisk Japansk Have	Restaurant	['Botaniske haver', 'Restaurant']	Tårsvej 15	4912	Harpelunde	11.0908442	54.8741684
3755	Café Sophia	Restaurant	['Café', 'Restaurant']	Asnæs Centret 4	4550	Asnæs	11.5009584	55.8121605
3756	Restaurant Egelunden	Restaurant	['Danske restauranter', 'Restaurant']	Skovnæsvej 9	3630	Jægerspris	12.0268650	55.8329315
3757	Restaurant Godt	Restaurant	['Franske restauranter', 'Restaurant']	Gothersgade 38, st. sal.	1123	København K	12.5826731	55.6822624
3758	Restaurant China Vietnam House	Restaurant	['Kinesisk restaurant', 'Restaurant']	Gammel Køge Landevej 312, st. sal.	2650	Hvidovre	12.4888382	55.6320610
3759	speedy gonzales	Restaurant	['Restaurant']	Lygten 29	2400	København NV	12.5373678	55.7031021
3760	Great Sushi	Restaurant	['Restaurant']	Greve Strandvej 9	2670	Greve	12.3122883	55.5822868
3761	Bardolino restaurant	Restaurant	['Restaurant']	Asnæs Centret 12	4550	Asnæs	11.5007381	55.8123741
3762	Restaurant Skovhus	Restaurant	['Danske restauranter', 'Restaurant']	Stumpedyssevej 4	2970	Hørsholm	12.4399462	55.8859406
3763	Ejendommen Græsted Hovedgade 5 B	Restaurant	['Erhvervslokaler - Udlejning', 'Restaurant', 'Teatervirksomhed, koncertvirksomhed']	Græsted Hovedgade 5	3230	Græsted	12.2812376	56.0657997
3764	Rawnrice ApS	Restaurant	['Restaurant']	Farum Hovedgade 13	3520	Farum	12.3711576	55.8123016
3765	Ep's Takeaway ApS	Restaurant	['Take away', 'Fastfood-spisesteder', 'Restaurant']	Enghavevej 1, kl. sal. th	1674	København V	12.5460148	55.6714363
3766	Restaurationsselskabet Af 24. Juni 2022 ApS	Restaurant	['Restaurant', 'Restaurationsvirksomhed - (M)']	Fjordbakken 5B	4400	Kalundborg	10.9719877	55.7304497
3767	Odds And Ends	Restaurant	['Restaurant']	Nordsøvej 11	2150	Nordhavn	12.6093798	55.7193336
3768	Madhaus ApS	Restaurant	['Restaurant']	Jens Jessens Vej 20	2000	Frederiksberg	12.4976425	55.6758232
3769	Food Art ApS	Restaurant	['Restaurant']	Fiolstræde 9, kl. sal.	1171	København K	12.5724602	55.6813049
3770	Ishøj Dynamit ApS	Restaurant	['Restaurant']	Vejlebrovej 110	2635	Ishøj	12.3624277	55.6119041
3771	Restaurant Halvleg ApS	Restaurant	['Restaurant']	Hvidovrevej 446	2650	Hvidovre	12.4782610	55.6259346
3772	Cresco Food A/S	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Vesterbrogade 2B	1620	København V	12.5665474	55.6755829
3773	Fejø Ny Kro	Restaurant	['Virksomhedsrådgivere', 'Restaurant']	Herredsvej 95	4944	Fejø	11.3908615	54.9436913
3774	Stadion Restauranten v/Restaurant Halvleg ApS	Restaurant	['Restaurant']	Sollentuna Alle 1	2650	Hvidovre	12.4828424	55.6312523
3775	Rådhuskroen Ringsted ApS	Restaurant	['Kroer', 'Restaurant']	Sct Bendtsgade 8	4100	Ringsted	11.7876091	55.4459572
3776	Van Hauen Madsen ApS	Restaurant	['Restaurant']	Mimersgade 101, 2. sal. tv	2200	København N	12.5416927	55.7007332
3777	Casamadre ApS	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Elmegade 13, st. sal. th	2200	København N	12.5581055	55.6897392
3778	Casamadre	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Tagensvej 67, st. sal. th	2200	København N	12.5511236	55.7012215
3779	The Blue Taj ApS	Restaurant	['Restaurant']	Østergade 28, st. sal.	3200	Helsinge	12.2026777	56.0229759
3780	Tv2860 ApS	Restaurant	['Restaurant']	Søborg Hovedgade 77	2860	Søborg	12.5139065	55.7343712
3781	Spisehuset I Helsingør	Restaurant	['Restaurant']	Allegade 2	3000	Helsingør	12.6147776	56.0379295
3782	Hotel Fjordkroen ApS	Restaurant	['Restaurant']	Bækkeskov Stræde 23	4733	Tappernøje	12.0328264	55.1681442
3783	Sunset Boulevard Greve	Restaurant	['Restaurant']	Mosede Landevej 62	2670	Greve	12.2583876	55.5846443
3784	Golden Gate Burger	Restaurant	['Restaurant']	Køgevej 72	4000	Roskilde	12.0888023	55.6354675
3785	Letz Sushi Nordhavn	Restaurant	['Restaurant']	Bordeauxgade 2	2150	Nordhavn	12.5957947	55.7065506
3786	Sunset Boulevard Ballerup	Restaurant	['Restaurant']	Mileparken 2	2740	Skovlunde	12.4197474	55.7128372
3787	Letz Sushi Roskilde	Restaurant	['Restaurant']	Skomagergade 34	4000	Roskilde	12.0772743	55.6408615
3788	Air Group Administration ApS	Restaurant	['Restaurant']	Bibliotekvej 49	2650	Hvidovre	12.4714880	55.6411476
3789	Yatai ApS	Restaurant	['Restaurant', 'Restaurationsvirksomhed - (M)']	Fredensvej 67, 1. sal. tv	2920	Charlottenlund	12.5744009	55.7604942
3790	Sunset Boulevard Lyngby	Restaurant	['Restaurant']	Klampenborgvej 215D	2800	Kongens Lyngby	12.5070601	55.7713089
3791	Brøl ApS	Restaurant	['Bryggeri', 'Frugtvine - Fremstilling', 'Restaurant']	Frederiksborgvej 59	2400	København NV	12.5318127	55.7070847
3792	Letz Sushi Valby	Restaurant	['Restaurant']	Valby Langgade 61	2500	Valby	12.5154324	55.6663933
3793	Letz Sushi Store Kongensgade	Restaurant	['Restaurant']	Store Kongensgade 44	1264	København K	12.5868530	55.6830521
3794	Air Group Administration ApS	Restaurant	['Restaurant']	Per Henrik Lings Allé 2	2100	København Ø	12.5717812	55.7036018
3795	Letz Sushi Hovedbanen	Restaurant	['Take away', 'Restaurant']	Bernstorffsgade 16	1577	København V	12.5660114	55.6727333
3796	Golden Gate Burger	Restaurant	['Take away', 'Fastfood-spisesteder', 'Restaurant']	Vor Frue Hovedgade 59A	4000	Roskilde	12.0958052	55.6102448
3797	Letz Sushi ApS	Restaurant	['Restaurant']	H.C. Andersens Boulevard 37, 1. sal. tv	1553	København V	12.5744314	55.6728783
3798	Letz Sushi Hellerup	Restaurant	['Restaurant']	Strandvejen 189	2900	Hellerup	12.5746279	55.7351379
3799	Letz Sushi Amager	Restaurant	['Restaurant']	Amagerbrogade 142, st. sal. th	2300	København S	12.6089792	55.6566353
3800	Letz Sushi Tivoli Foodhall	Restaurant	['Restauranter i Tivoli', 'Sushirestaurant', 'Restaurant']	Vesterbrogade 3	1620	København V	12.5656595	55.6746521
3801	Letz Sushi Vanløse	Restaurant	['Restaurant']	Jernbane Allé 36	2720	Vanløse	12.4913521	55.6864738
3802	Røgkompagniet ApS	Restaurant	['Restaurant']	Vrålyngen 12	3540	Lynge	12.3050098	55.8491554
3803	Sunset Boulevard Hovedbanen	Restaurant	['Sandwichbarer', 'Fastfood-spisesteder', 'Restaurant']	Banegårdspladsen 3	1570	København V	12.5647478	55.6737747
3804	Letz Sushi Islands Brygge	Restaurant	['Restaurant']	Snorresgade 1	2300	København S	12.5765715	55.6659927
3805	Buka Glk	Restaurant	['Restaurant']	Gammel Kongevej 171A, st. sal. 3	1850	Frederiksberg C	12.5345840	55.6779213
3806	Buka Østerbro	Restaurant	['Restaurant']	Østerbrogade 82, st. sal. tv	2100	København Ø	12.5777159	55.7003860
3807	Food Studio ApS	Restaurant	['Forretningsservice', 'Restaurant']	Refshalevej 203A	1432	København K	12.6123495	55.6902771
3808	Buka	Restaurant	['Restaurant']	Frederiksberggade 21, st. sal.	1459	København K	12.5707569	55.6770134
3809	Restaurant Solsikken ApS	Restaurant	['Restaurant']	Havnevej 6	4230	Skælskør	11.2907000	55.2531433
3810	Mcdonald's Kastrup	Restaurant	['Restaurant']	Kystvejen 1	2770	Kastrup	12.6570063	55.6313667
3811	Grdt ApS	Restaurant	['Restaurant']	Slimmingevej 34	4100	Ringsted	12.0300922	55.4166412
3812	Gasoline Pkn - Tårn F	Restaurant	['Restaurant']	Øster Allé 56, st. sal.	2100	København Ø	12.5705605	55.7027702
3813	Gfd 3000 ApS	Restaurant	['Restaurant']	Rørmosevej 2B	3450	Allerød	12.3276730	55.8661003
3814	Hm34 A/S	Restaurant	['Restaurant']	Slangerupgade 6, st. sal. mf	3400	Hillerød	12.2973223	55.9323883
3815	Capa	Restaurant	['Restaurant']	Rådhuspladsen 57	1550	København V	12.5701685	55.6762619
3816	Beeflover ApS	Restaurant	['Restaurant']	Elmedalsvej 8	4200	Slagelse	11.3402462	55.4185753
3817	Bøff Burgerbar Helsingør	Restaurant	['Restaurant']	Ny Kronborgvej 2	3000	Helsingør	12.6140041	56.0393333
3818	Depot	Restaurant	['Restaurant']	Charlotte Ammundsens Plads 3	1359	København K	12.5636539	55.6836090
3819	Vino ApS	Restaurant	['Restaurant']	Ringstedvej 46A	4180	Sorø	11.6067610	55.4435234
3820	Tivolihallen	Restaurant	['Restaurant', 'Danske restauranter']	Vester Voldgade 91	1552	København V	12.5729704	55.6746902
3821	Restaurant Hua xin ApS	Restaurant	['Kinesisk restaurant']	Nygade 14B	4800	Nykøbing F	11.8701954	54.7653542
3822	City Kebab ApS	Restaurant	['Restaurant']	Amagerbrogade 107, st. sal. th	2300	København S	12.6075153	55.6585579
3823	Liban Cuisine Nordvest	Restaurant	['Restaurant']	Frederiksborgvej 27A	2400	København NV	12.5326805	55.7036285
3824	Wallmans	Restaurant	['Danske restauranter']	Jernbanegade 8	1608	København V	12.5651741	55.6759567
3825	Stacy's Køge ApS	Restaurant	['Restaurant']	Bådehavnen 1	4600	Køge	12.1938429	55.4709053
3826	Dahlak ApS	Restaurant	['Restaurant']	Solbjerg Have 19, 2. sal. 203	2000	Frederiksberg	12.5068197	55.6837807
3827	Condesa - Bar & Spiseri	Restaurant	['Café', 'Restaurant']	Sankt Knuds Vej 29	1903	Frederiksberg C	12.5494452	55.6779709
3828	Stacy's Næstved	Restaurant	['Restaurant']	Kanalvej 11	4700	Næstved	11.7525291	55.2200623
3829	Hafez Restaurant ApS	Restaurant	['Restaurant']	Nordre Fasanvej 45, st. sal. 1	2000	Frederiksberg	12.5243263	55.6841316
3830	Østre Alle 89 Gilleleje ApS	Restaurant	['Investeringsselskaber', 'Restaurant']	Gladsaxe Møllevej 21	2860	Søborg	12.4757032	55.7344284
3831	The Vikinghouse ApS	Restaurant	['Pubber', 'Restaurant']	Rønnevangsalle 6	3400	Hillerød	12.2704172	55.9317360
3832	El Tapeo De Cervantes ApS	Restaurant	['Restaurant']	Vesterbrogade 42, st. sal.	1620	København V	12.5556526	55.6727905
3833	Yankii ApS	Restaurant	['Restaurant']	Blågårdsgade 35	2200	København N	12.5570450	55.6852913
3834	Nalymit Thaikøkken	Restaurant	['Restaurant']	Bagsværd Hovedgade 126E	2880	Bagsværd	12.4555931	55.7605820
3835	Mama India.dk ApS	Restaurant	['Restaurant', 'Stofbutik, sybutik']	Frederikssundsvej 147	2700	Brønshøj	12.5033932	55.7048454
3836	Ristorante Bella Italia	Restaurant	['Restaurant']	Osvejen 19	4480	Store Fuglede	11.1652908	55.5628586
3837	Bruun Tømrer- og Snedkerfirma A/S	Restaurant	['Tømrer', 'Snedker', 'Erhvervslokaler - Udlejning', 'Restaurant']	Torvet 18, 1. sal.	4800	Nykøbing F	11.8673029	54.7676086
3838	Kk Klampenborg ApS	Restaurant	['Restaurant']	Enghavevej 8	2930	Klampenborg	12.5603495	55.7721634
3839	Strandlyst	Restaurant	['Steakrestauranter', 'Restaurant']	Langelinie Allé 17	2100	København Ø	12.5996809	55.6974373
3840	Gæstgivergården	Restaurant	['Bodega, værtshus', 'Restaurant']	Kampergade 11	3000	Helsingør	12.6103745	56.0366592
3841	Shawarma House Valby ApS	Restaurant	['Restaurant']	Valby Langgade 39, st. sal. th	2500	Valby	12.5182371	55.6665039
3842	Martin's	Restaurant	['Restaurant', 'Take away']	Smedelundsgade 39C, st. sal.	4300	Holbæk	11.7167492	55.7129707
3843	Phoenix Running Sushi	Restaurant	['Take away', 'Fiskerestauranter', 'Japanske restauranter', 'Kinesisk restaurant', 'Restaurant']	Vangede Bygade 96	2820	Gentofte	12.5180864	55.7494278
3844	Cafe Høeghs Cph ApS	Restaurant	['Restaurant']	Enghavevej 20A, st. sal. tv	1674	København V	12.5453653	55.6697464
3845	Knsa Hospitality Kopenhagen ApS	Restaurant	['Hotel', 'Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Pilestræde 65	1112	København K	12.5770960	55.6816673
